FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine2,AddressLine3,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores,SchemeType,NewRatingPending,Longitude,Latitude,AddressLine1
931269,16/00817/COM,Royston Food Hub,Other catering premises,7841,15 Forrestfield Street,Glasgow,G21 2HG,Improvement Required,fhis_improvement_required_en-GB,2018-08-24,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2220066,55.8680916,
1125740,19/00267/COM,Royston Food Hub,Restaurant/Cafe/Canteen,1,102 Royston Road,Glasgow,G21 2NU,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-03-20,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.229021,55.869155,
31036,09/00400/COM,Royston Nursery,Hospitals/Childcare/Caring Premises,5,40 Royston Road,Glasgow,G21 2NF,Pass,fhis_pass_en-GB,2019-01-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.231174,55.868514,St Rochs Secondary School
28960,09/00041/COM,Royston Post Office / General Store,Retailers - other,4613,109 Royston Road,Glasgow,G21 2QN,Improvement Required,fhis_improvement_required_en-GB,2012-01-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.228134,55.87042,
127780,57350/0102/0/000,Royston Primary School,School/college/university,7845,102 Royston Road,Glasgow,G21 2NU,Pass,fhis_pass_en-GB,2015-01-30,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.229021,55.869155,
127781,57350/0120/0/000,Royston Supersave,Retailers - other,4613,120 Royston Road,Glasgow,G21 2PA,Improvement Required,fhis_improvement_required_en-GB,2016-08-22,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.227098,55.869918,
1108374,19/00143/COM,Royston Youth Action,Other catering premises,7841,325 Royston Road,Glasgow,G21 2BS,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2018-07-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2210668,55.8712271,
852330,16/00183/COM,Ruby Chinese Takeaway,Takeaway/sandwich shop,7844,4 Exeter Drive,Glasgow,G11 7UX,Pass,fhis_pass_en-GB,2019-08-13,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.316324,55.871272,
642511,14/00143/COM,Ruby Murrys,Takeaway/sandwich shop,7844,1153 Tollcross Road,Glasgow,G32 8HB,Pass,fhis_pass_en-GB,2016-04-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.169582,55.843453,
1159048,19/00532/COM,Ruby Roo,Restaurant/Cafe/Canteen,1,337 Dumbarton Road,Glasgow,G11 6AL,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-06-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.3062149,55.8706396,
124680,53150/1793/0/000,Ruby Take Away,Takeaway/sandwich shop,7844,1793 Paisley Road West,Glasgow,G52 3SS,Pass,fhis_pass_en-GB,2018-11-27,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.342329,55.845461,
22740,07/00290/COM,Ruby's,Takeaway/sandwich shop,7844,1767 Cumbernauld Road,Glasgow,G33 1AA,Pass,fhis_pass_en-GB,2019-03-07,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.165278,55.883522,
495614,12/01003/COM,Ruchazie News,Retailers - other,4613,439 Gartloch Road,Glasgow,G33 3TJ,Improvement Required,fhis_improvement_required_en-GB,2012-12-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.164516,55.873003,
1124861,19/00249/COM,Ruchill Community Centre Holiday Food Programme,Other catering premises,7841,671 Bilsland Drive,Glasgow,G20 9NF,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-03-15,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2665532,55.8889473,
129188,59690/0061/0/000,Ruchill Early Years Centre,Hospitals/Childcare/Caring Premises,5,61 Smeaton Street,Glasgow,G20 9JS,Pass,fhis_pass_en-GB,2019-07-24,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.272972,55.889849,
1110729,19/00260/COM,Ruchill Snack Bar,Takeaway/sandwich shop,7844,50 Ruchill Street,Glasgow,G20 9PX,Pass,fhis_pass_en-GB,2019-03-06,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.282139,55.88718,
444496,12/00756/COM,Ruff And Tumble,Restaurant/Cafe/Canteen,1,181 Shawbridge Street,Glasgow,G43 1QN,Pass,fhis_pass_en-GB,2018-11-08,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.299726,55.821684,
108519,38760/0201/0/000,Rufus T Firefly Inc,Pub/bar/nightclub,7843,201 Hope Street,Glasgow,G2 2UW,Pass,fhis_pass_en-GB,2018-11-28,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.257905,55.863667,
495627,13/00043/COM,Rumbling Tum Cafe,Restaurant/Cafe/Canteen,1,10 Bain Street,Glasgow,G40 2LA,Pass,fhis_pass_en-GB,2016-06-13,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.235681,55.854879,
46460,11/00067/COM,Rumour's,Restaurant/Cafe/Canteen,1,21 Bath Street,Glasgow,,Pass,fhis_pass_en-GB,2019-01-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,,,
1094117,18/00880/COM,Running Chilli,Restaurant/Cafe/Canteen,1,184 Dumbarton Road,Glasgow,G11 6UN,Pass,fhis_pass_en-GB,2019-03-28,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.301203,55.871016,
1174297,19/00684/COM,Rustic Coffee Shop,Restaurant/Cafe/Canteen,1,326 Argyle Street,Glasgow,G2 8LY,Pass,fhis_pass_en-GB,2019-08-30,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2618328,55.8589444,
31219,09/00652/COM,Rustico,Restaurant/Cafe/Canteen,1,16 Grantlea Terrace,Glasgow,G32 9JN,Pass,fhis_pass_en-GB,2019-09-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.144555,55.846696,
9656,04/00043/COM,RVS Cafe (Gartnavel General Hospital),Restaurant/Cafe/Canteen,1,1053 Great Western Road,Glasgow,G12 0YN,Pass,fhis_pass_en-GB,2014-09-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.312872,55.88365,
128886,59170/1092/0/000,S A Newsagents,Retailers - other,4613,1092 Shettleston Road,Glasgow,G32 7PH,Pass,fhis_pass_en-GB,2010-10-26,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.168992,55.851507,
26723,08/00431/COM,S And G Licensed Grocers,Retailers - other,4613,360 Tollcross Road,Glasgow,G31 4XR,Improvement Required,fhis_improvement_required_en-GB,2011-06-06,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.189766,55.848452,
1049899,18/00212/COM,S And S Snacks,Mobile caterer,7846,33 Ravenscraig Drive,Glasgow,G53 6LQ,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2018-04-26,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.349432,55.8165343,
962146,17/00195/COM,S Carter And Sons,Mobile caterer,7846,50 Saracen Street,Glasgow,G22 5AD,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-03-28,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.254081,55.880418,
1082282,18/00661/COM,S M Ices,Mobile caterer,7846,187 Castlemilk Drive,Glasgow,G45 9JT,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2018-10-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.23055505752563,55.8025131225586,Flat 1/2
26784,08/00472/COM,S.K. Cuisine,Takeaway/sandwich shop,7844,1221 Gallowgate,Glasgow,G31 4EB,Pass,fhis_pass_en-GB,2018-05-09,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.199419,55.854184,Unit 13
126855,55950/0031/0/000,Sacred Heart Primary School,School/college/university,7845,19 Reid Street,Glasgow,G40 4BG,Pass,fhis_pass_en-GB,2018-12-03,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.22491693496704,55.8429679870605,
1159040,19/00517/COM,Sacred Tum Tacos,Restaurant/Cafe/Canteen,1,522 Victoria Road,Glasgow,G42 8BG,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-06-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.266128,55.834189,
101150,32920/0111/0/000,Saffron Catering,Restaurant/Cafe/Canteen,1,111 French Street,Glasgow,G40 4DP,Pass,fhis_pass_en-GB,2019-05-21,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.219966,55.845969,
830180,15/00804/COM,Saffron Takeaway,Takeaway/sandwich shop,7844,178 Archerhill Road,Glasgow,G13 3JG,Improvement Required,fhis_improvement_required_en-GB,2019-03-27,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.357613,55.89683,
934090,16/00883/COM,Saheliya Childcare,Hospitals/Childcare/Caring Premises,5,130 Springburn Road,Glasgow,G21 1YL,Pass,fhis_pass_en-GB,2019-02-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.232787,55.873508,
56582,12800/0150/0/000,Sahota Newsagent,Takeaway/sandwich shop,7844,150 Atlas Road,Glasgow,G21 4TR,Improvement Required,fhis_improvement_required_en-GB,2012-08-24,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.222207,55.882242,
31202,09/00602/COM,Sainsburys,Retailers - supermarkets/hypermarkets,7840,390 Clarkston Road,Glasgow,G44 3JL,Pass,fhis_pass_en-GB,2010-05-19,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.271456,55.810256,
128358,58270/0219/0/000,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,219 Sauchiehall Street,Glasgow,G2 3EX,Pass,fhis_pass_en-GB,2008-05-19,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.26132,55.864961,
93187,26620/0010/0/000,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,10 Darnley Mains Road,Glasgow,G53 7RH,Pass,fhis_pass_en-GB,2014-11-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.340714,55.805056,
740303,15/00118/COM,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,24 Byres Road,Glasgow,G11 5JY,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2015-03-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.298849,55.870673,
726993,14/00973/COM,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,160 Battlefield Road,Glasgow,G42 9JT,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2014-12-22,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.265146,55.826083,
922565,16/00732/COM,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,9 Argyle Street,Glasgow,G2 8AH,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2016-10-18,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.250498,55.857475,
847649,16/00045/COM,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,201 Argyle Street,Glasgow,G2 8BU,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2016-02-08,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.256445,55.858067,Unit 6
25390,08/00078/COM,Sainsbury's / Sainsbury's Cafe,Retailers - supermarkets/hypermarkets,7840,10 Allerdyce Road,Glasgow,G15 6RX,Pass,fhis_pass_en-GB,2015-06-30,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.377474,55.905094,Sainsbury's Superstore
91617,25410/0080/0/000,Sainsburys Crow Road,Retailers - supermarkets/hypermarkets,7840,80 Crow Road,Glasgow,G11 7RY,Pass,fhis_pass_en-GB,2019-05-15,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.312117,55.872286,
35183,10/00201/COM,Sainsbury's Local,Retailers - supermarkets/hypermarkets,7840,135 George Street,Glasgow,G1 1RD,Pass,fhis_pass_en-GB,2010-05-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.243996,55.860533,
975592,17/00385/COM,Sainsbury's Local,Retailers - supermarkets/hypermarkets,7840,76 Gordon Street,Glasgow,G1 3RS,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-06-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.25772190093994,55.8607940673828,
10616,04/00252/COM,Sainsbury's Supermarket,Retailers - supermarkets/hypermarkets,7840,88 Woodlands Road,Glasgow,G3 6HA,Pass,fhis_pass_en-GB,2016-06-28,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.272819,55.86865,
78071,18490/0240/0/000,Sainsbury's Supermarket,Retailers - supermarkets/hypermarkets,7840,240 Buchanan Street,Glasgow,G1 2GF,Pass,fhis_pass_en-GB,2017-10-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.25248,55.862985,
73459,16890/0053/0/000,Sainsbury's Supermarket Limited,Retailers - supermarkets/hypermarkets,7840,39 Bothwell Street,Glasgow,G2 6TS,Pass,fhis_pass_en-GB,2003-12-08,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.261556,55.861047,
188123,12/00010/COM,Sainsbury's Supermarkets Ltd,Retailers - supermarkets/hypermarkets,7840,2 Port Dundas Place,Glasgow,G2 3LD,Pass,fhis_pass_en-GB,2018-04-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.253253,55.865298,
433018,12/00651/COM,Sainsbury's Supermarkets Ltd,Retailers - supermarkets/hypermarkets,7840,102 Kilmarnock Road,Glasgow,G41 3NN,Pass,fhis_pass_en-GB,2014-03-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.284016,55.828484,
460410,12/00824/COM,Sainsbury's Supermarkets Ltd,Retailers - supermarkets/hypermarkets,7840,2 Darnley Road,Glasgow,,Pass,fhis_pass_en-GB,2019-03-29,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,,,
193954,12/00058/COM,Sainsbury's Supermarkets Ltd,Retailers - supermarkets/hypermarkets,7840,482 Victoria Road,Glasgow,G42 8YJ,Pass,fhis_pass_en-GB,2019-02-06,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.266141,55.835223,
188114,12/00009/COM,Sainsbury's Supermarkets Ltd,Retailers - supermarkets/hypermarkets,7840,288 Great Western Road,Glasgow,G4 9EJ,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2012-01-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.273405,55.872917,
448765,12/00768/COM,Sainsbury's Supermarkets Ltd,Retailers - supermarkets/hypermarkets,7840,1175 Argyle Street,Glasgow,G3 8TQ,Pass,fhis_pass_en-GB,2014-02-26,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.287011,55.865358,Flat 1/1
30799,09/00278/COM,Saint Judes,Restaurant/Cafe/Canteen,1,190 Bath Street,Glasgow,G2 4HG,Pass,fhis_pass_en-GB,2016-08-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.262878,55.864807,
864259,16/00255/COM,Saint Lukes And Winged Ox,Restaurant/Cafe/Canteen,1,17 Bain Street,Glasgow,G40 2LA,Improvement Required,fhis_improvement_required_en-GB,2019-08-20,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.235661,55.855094,
864268,16/00269/COM,Saint Vincent's,Pub/bar/nightclub,7843,142 St Vincent Street,Glasgow,G2 5LA,Pass,fhis_pass_en-GB,2016-11-24,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.25852,55.861876,
117558,46780/0215/0/000,Sai's Superstore,Retailers - other,4613,215 Main Street,Glasgow,G40 1QH,Improvement Required,fhis_improvement_required_en-GB,2013-09-03,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.226469,55.843839,
49188,11/01100/COM,Saj Newsagents,Retailers - other,4613,259 Kilmarnock Road,Glasgow,G41 3JF,Pass,fhis_pass_en-GB,2018-09-12,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.285134,55.826315,
95732,28650/2376/0/000,Sajjan/Papa Gills,Takeaway/sandwich shop,7844,2376 Dumbarton Road,Glasgow,G14 0QL,Pass,fhis_pass_en-GB,2014-10-28,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.378579,55.888383,
1152811,19/00504/COM,Sakura,Takeaway/sandwich shop,7844,1342 Maryhill Road,Glasgow,G20 9DG,Pass,fhis_pass_en-GB,2019-05-22,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.287577,55.889102,
188104,20630/0542/0/000,Saleem's,Retailers - other,4613,542 Carntyne Road,Glasgow,G32 6EU,Improvement Required,fhis_improvement_required_en-GB,2011-12-02,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.189093,55.859788,
908985,16/00549/COM,Sally's Cafe,Restaurant/Cafe/Canteen,1,105 Medwyn Street,Glasgow,G14 9QJ,Pass,fhis_pass_en-GB,2017-01-12,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.336381,55.874397,
954771,17/00019/COM,Salt And Vinegar,Restaurant/Cafe/Canteen,1,1044 Pollokshaws Road,Glasgow,G41 3EB,Pass,fhis_pass_en-GB,2017-03-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.279512,55.831471,
925856,16/00770/COM,Salt N Chilli,Takeaway/sandwich shop,7844,987 Tollcross Road,Glasgow,G32 8UU,Improvement Required,fhis_improvement_required_en-GB,2019-09-15,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.173803,55.844098,
1159065,19/00596/COM,Salt N Chilli,Mobile caterer,7846,249 Govan Road,Glasgow,G51 1HJ,Pass,fhis_pass_en-GB,2019-07-14,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.2918,55.853872,
905243,16/00495/COM,Salt N' Peppa Catering,Mobile caterer,7846,269 Old Shettleston Road,Glasgow,G32 7HN,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-07-25,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.1741293,55.85366,
1129552,19/00335/COM,Sam Butty,Takeaway/sandwich shop,7844,16 Kilmarnock Road,Glasgow,G41 3NH,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-04-10,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.28222703933716,55.8298377990723,
36186,10/00604/COM,Samantha's,Restaurant/Cafe/Canteen,1,104 Arcadia Street,Glasgow,G40 1DP,Improvement Required,fhis_improvement_required_en-GB,2018-12-05,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.232521,55.849652,
1036362,18/00098/COM,Same Same,Restaurant/Cafe/Canteen,1,185 St Georges Road,Glasgow,G3 6JD,Pass,fhis_pass_en-GB,2019-03-20,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.269402,55.869792,
951333,17/00157/COM,Saminathan Murugathas,Retailers - other,4613,31 Shieldhall Road,Glasgow,,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2017-02-28,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,,,
707861,14/00760/COM,Sammies,Takeaway/sandwich shop,7844,1839 Paisley Road West,Glasgow,G52 3SX,Improvement Required,fhis_improvement_required_en-GB,2018-06-11,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.34446,55.845304,
88995,23610/0029/0/000,Samra's All U Need Store,Retailers - other,4613,29 Corkerhill Place,Glasgow,G52 1RU,Improvement Required,fhis_improvement_required_en-GB,2011-12-13,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.332596,55.836335,
129219,59720/0180/0/000,Sam's Compare Store,Retailers - other,4613,180 Smithycroft Road,Glasgow,G33 2RF,Pass,fhis_pass_en-GB,2015-03-20,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.187346,55.869364,
360758,08/01151/COM,Sam's Snacks,Mobile caterer,7846,Swanston Street,Glasgow,,Pass,fhis_pass_en-GB,2019-05-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.219577,55.837348,
134435,67820/0034/0/000,San Sui,Takeaway/sandwich shop,7844,34 Yoker Mill Road,Glasgow,G13 4PF,Pass,fhis_pass_en-GB,2014-06-08,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.373817,55.896564,
128117,57900/0060/0/000,Sandaig Nursery School,Hospitals/Childcare/Caring Premises,5,6 Usmore Place,Glasgow,G33 4TE,Pass,fhis_pass_en-GB,2008-03-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.137569,55.855032,
79316,19030/0031/0/000,Sandaig Primary School,School/college/university,7845,31 Burnmouth Road,Glasgow,G33 4ST,Pass,fhis_pass_en-GB,2015-08-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.133038,55.857205,
128143,57940/0026/0/000,Sandbank Social Club,Restaurant/Cafe/Canteen,1,26 Sandbank Street,Glasgow,G20 0PJ,Pass,fhis_pass_en-GB,2010-09-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.293588,55.892046,
26052,08/00187/COM,Sandford Gardens Lunch Club,Other catering premises,7841,Sandford Gardens,Glasgow,G69 6ED,Pass,fhis_pass_en-GB,2011-01-13,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.113768,55.851318,
507927,13/00137/COM,Sandra's Hot And Cold Foods,Takeaway/sandwich shop,7844,525 Carntyne Road,Glasgow,G32 6JL,Pass,fhis_pass_en-GB,2018-06-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.1914,55.859891,
128240,58100/0120/0/000,Sandwood Primary School,School/college/university,7845,120 Sandwood Road,Glasgow,G52 2QY,Pass,fhis_pass_en-GB,2014-10-28,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.362351,55.848718,
10611,04/00250/COM,Sandy Road Nursery,Hospitals/Childcare/Caring Premises,5,557 Dumbarton Road,Glasgow,G11 6HU,Pass,fhis_pass_en-GB,2019-03-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.316106,55.870566,
10565,04/00236/COM,Sandy Smith Butchers,Manufacturers/packers,7839,46 Drumoyne Road,Glasgow,G51 4AU,Pass,fhis_pass_en-GB,2015-09-16,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.328023,55.859484,
125417,53910/0010/3/001,Sandyford Day Nursery,Hospitals/Childcare/Caring Premises,5,10 Perth Street,Glasgow,G3 8UQ,Pass,fhis_pass_en-GB,2016-08-04,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.271472,55.861458,Sandyford Nursery
111414,40850/0013/0/000,Sandyford Henderson Memorial,Other catering premises,7841,13 Kelvinhaugh Street,Glasgow,G3 8NU,Pass,fhis_pass_en-GB,2016-08-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.28676,55.865165,
507906,12/00077/COM,Sandyford Hotel,Hotel/bed & breakfast/guest house,7842,904 Sauchiehall Street,Glasgow,G3 7TF,Pass,fhis_pass_en-GB,2019-05-17,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.284479,55.865774,
655579,14/00280/COM,Sandyford Lodge,Hotel/bed & breakfast/guest house,7842,21 Royal Crescent,Glasgow,G3 7SL,Pass,fhis_pass_en-GB,2015-04-29,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.282332,55.865957,
50021,11120/0299/0/000,Sandyhills Bowling Club,Restaurant/Cafe/Canteen,1,299 Amulree Street,Glasgow,G32 7SJ,Improvement Required,fhis_improvement_required_en-GB,2009-06-02,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.165576,55.847254,
1137763,15/00748/COM,Sandyhills Golf Club,Restaurant/Cafe/Canteen,1,223 Sandyhills Road,Glasgow,G32 9NA,Awaiting Inspection,fhis_awaiting_inspection_en-GB,2019-05-21,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.151084,55.845746,
50024,11120/0374/0/000,Sandyhills Post Office,Retailers - other,4613,374 Amulree Street,Glasgow,G32 7SJ,Improvement Required,fhis_improvement_required_en-GB,2019-05-20,776,Glasgow City,http://www.glasgow.gov.uk,food.safety@glasgow.gov.uk,,FHIS,False,-4.165576,55.847254,
