FeatureCode,DateCode,Measurement,Units,Value,Sex,Age,SIMD quintiles,Urban Rural Classification,place_name
S12000008,2015-2017,95% Upper Confidence Limit,Years,25.49,Female,40-44,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,11.55,Female,60-64,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,6.58,Female,70-74,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,3.44,Female,80-84,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,17.98,Female,50-54,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,4.74,Male,80-84,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,6.25,Male,75-79,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,2.68,Male,90+,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,8.14,Male,70-74,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,62.1,Male,0,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,55.98,Female,5-9,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,51.37,Female,10-14,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,39.67,Male,25-29,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,35.51,Male,30-34,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,10.59,Male,65-69,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,23.8,Male,45-49,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,42.2,Female,20-24,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,13.38,Male,60-64,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,20.11,Male,50-54,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,3.56,Male,85-89,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,16.65,Male,55-59,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,59.61,Female,1-4,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,33.72,Female,30-34,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,60.38,Female,0,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,46.77,Female,15-19,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,37.93,Female,25-29,All,All,East Ayrshire
S12000008,2015-2017,95% Upper Confidence Limit,Years,29.48,Female,35-39,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,60.16,Male,0,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,29.89,Male,35-39,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,26.08,Male,40-44,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,55.95,Male,5-9,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,33.94,Male,30-34,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,38.03,Male,25-29,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,42.35,Male,20-24,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,27.76,Female,35-39,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,44.82,Female,15-19,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,31.95,Female,30-34,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,40.32,Female,20-24,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,12.11,Male,60-64,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,36.12,Female,25-29,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,53.93,Female,5-9,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,58.3,Female,0,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,57.52,Female,1-4,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,49.38,Female,10-14,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,5.15,Female,70-74,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,7.49,Female,65-69,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,10.1,Female,60-64,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,46.86,Male,15-19,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,59.48,Male,1-4,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,51.4,Male,10-14,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,3.45,Male,80-84,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,4.98,Male,75-79,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,6.92,Male,70-74,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,22.38,Male,45-49,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,15.32,Male,55-59,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,9.37,Male,65-69,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,2.47,Male,85-89,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,1.67,Male,90+,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,18.75,Male,50-54,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,1.23,Female,85-89,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,13.1,Female,55-59,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,23.83,Female,40-44,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,16.44,Female,50-54,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,3.31,Female,75-79,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,1.97,Female,80-84,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,20.05,Female,45-49,All,All,East Ayrshire
S12000008,2015-2017,Count,Years,0.81,Female,90+,All,All,East Ayrshire
S12000019,2015-2017,95% Lower Confidence Limit,Years,0.86,Female,90+,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,3.54,Female,80-84,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,7.4,Female,70-74,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,5.19,Female,75-79,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,2.03,Female,85-89,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,30.18,Female,35-39,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,26.28,Female,40-44,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,40.46,Male,20-24,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,45.08,Male,15-19,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,34.39,Female,30-34,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,12.6,Female,60-64,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,38.68,Female,25-29,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,59.6,Male,0,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,58.7,Male,1-4,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,54.75,Male,5-9,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,31.78,Male,30-34,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,49.84,Male,10-14,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,36.03,Male,25-29,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,47.42,Female,15-19,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,43.07,Female,20-24,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,1.76,Male,80-84,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,0.91,Male,85-89,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,51.97,Female,10-14,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,56.64,Female,5-9,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,60.47,Female,1-4,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,22.57,Female,45-49,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,15.76,Female,55-59,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,9.9,Female,65-69,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,0.27,Male,90+,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,61.33,Female,0,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,19.06,Female,50-54,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,5.25,Male,70-74,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,3.25,Male,75-79,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,27.63,Male,35-39,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,23.73,Male,40-44,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,7.66,Male,65-69,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,10.22,Male,60-64,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,13.12,Male,55-59,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,19.97,Male,45-49,All,All,Midlothian
S12000019,2015-2017,95% Lower Confidence Limit,Years,16.38,Male,50-54,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,3.08,Female,90+,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,6.37,Female,80-84,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,10.58,Female,70-74,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,8.37,Female,75-79,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,4.35,Female,85-89,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,19.76,Male,50-54,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,31.42,Male,35-39,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,23.5,Male,45-49,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,63.92,Male,0,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,63.03,Male,1-4,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,59.08,Male,5-9,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,35.67,Male,30-34,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,54.14,Male,10-14,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,40.03,Male,25-29,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,8.16,Male,70-74,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,6.2,Male,75-79,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,27.37,Male,40-44,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,10.53,Male,65-69,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,13.18,Male,60-64,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,16.27,Male,55-59,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,26.24,Female,45-49,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,19.14,Female,55-59,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,15.9,Female,60-64,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,13.11,Female,65-69,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,2.51,Male,90+,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,66.24,Female,0,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,22.6,Female,50-54,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,49.32,Male,15-19,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,34.14,Female,35-39,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,44.58,Male,20-24,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,42.83,Female,25-29,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,38.47,Female,30-34,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,30.1,Female,40-44,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,61.5,Female,5-9,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,3.27,Male,85-89,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,51.94,Female,15-19,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,4.57,Male,80-84,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,65.39,Female,1-4,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,56.68,Female,10-14,All,All,Midlothian
S12000019,2015-2017,95% Upper Confidence Limit,Years,47.37,Female,20-24,All,All,Midlothian
S12000019,2015-2017,Count,Years,18.07,Male,50-54,All,All,Midlothian
S12000019,2015-2017,Count,Years,29.52,Male,35-39,All,All,Midlothian
S12000019,2015-2017,Count,Years,21.73,Male,45-49,All,All,Midlothian
S12000019,2015-2017,Count,Years,6.71,Male,70-74,All,All,Midlothian
S12000019,2015-2017,Count,Years,4.73,Male,75-79,All,All,Midlothian
S12000019,2015-2017,Count,Years,25.55,Male,40-44,All,All,Midlothian
S12000019,2015-2017,Count,Years,38.03,Male,25-29,All,All,Midlothian
S12000019,2015-2017,Count,Years,33.72,Male,30-34,All,All,Midlothian
S12000019,2015-2017,Count,Years,61.76,Male,0,All,All,Midlothian
S12000019,2015-2017,Count,Years,42.52,Male,20-24,All,All,Midlothian
S12000019,2015-2017,Count,Years,47.2,Male,15-19,All,All,Midlothian
S12000019,2015-2017,Count,Years,51.99,Male,10-14,All,All,Midlothian
S12000019,2015-2017,Count,Years,9.1,Male,65-69,All,All,Midlothian
S12000019,2015-2017,Count,Years,11.7,Male,60-64,All,All,Midlothian
S12000019,2015-2017,Count,Years,14.7,Male,55-59,All,All,Midlothian
S12000019,2015-2017,Count,Years,56.92,Male,5-9,All,All,Midlothian
S12000019,2015-2017,Count,Years,60.87,Male,1-4,All,All,Midlothian
S12000019,2015-2017,Count,Years,8.99,Female,70-74,All,All,Midlothian
S12000019,2015-2017,Count,Years,6.78,Female,75-79,All,All,Midlothian
S12000019,2015-2017,Count,Years,3.19,Female,85-89,All,All,Midlothian
S12000019,2015-2017,Count,Years,1.97,Female,90+,All,All,Midlothian
S12000019,2015-2017,Count,Years,4.95,Female,80-84,All,All,Midlothian
S12000019,2015-2017,Count,Years,17.45,Female,55-59,All,All,Midlothian
S12000019,2015-2017,Count,Years,20.83,Female,50-54,All,All,Midlothian
S12000019,2015-2017,Count,Years,24.4,Female,45-49,All,All,Midlothian
S12000019,2015-2017,Count,Years,63.78,Female,0,All,All,Midlothian
S12000019,2015-2017,Count,Years,3.16,Male,80-84,All,All,Midlothian
S12000019,2015-2017,Count,Years,1.39,Male,90+,All,All,Midlothian
S12000019,2015-2017,Count,Years,28.19,Female,40-44,All,All,Midlothian
S12000019,2015-2017,Count,Years,40.76,Female,25-29,All,All,Midlothian
S12000019,2015-2017,Count,Years,32.16,Female,35-39,All,All,Midlothian
S12000019,2015-2017,Count,Years,14.25,Female,60-64,All,All,Midlothian
S12000019,2015-2017,Count,Years,11.5,Female,65-69,All,All,Midlothian
S12000019,2015-2017,Count,Years,36.43,Female,30-34,All,All,Midlothian
S12000019,2015-2017,Count,Years,49.68,Female,15-19,All,All,Midlothian
S12000019,2015-2017,Count,Years,45.22,Female,20-24,All,All,Midlothian
S12000019,2015-2017,Count,Years,2.09,Male,85-89,All,All,Midlothian
S12000019,2015-2017,Count,Years,54.33,Female,10-14,All,All,Midlothian
S12000019,2015-2017,Count,Years,59.07,Female,5-9,All,All,Midlothian
S12000019,2015-2017,Count,Years,62.93,Female,1-4,All,All,Midlothian
S12000011,2015-2017,95% Lower Confidence Limit,Years,17.57,Female,55-59,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,14.09,Female,60-64,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,21.39,Female,50-54,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,2.59,Female,80-84,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,25.38,Female,45-49,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,33.58,Female,35-39,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,29.44,Female,40-44,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,62.58,Female,1-4,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,59.19,Female,5-9,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,37.67,Female,30-34,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,41.96,Female,25-29,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,46.17,Female,20-24,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,10.46,Female,65-69,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,4.53,Female,75-79,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,1.3,Female,85-89,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,54.89,Female,10-14,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,50.55,Female,15-19,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,7.19,Female,70-74,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,6.42,Male,70-74,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,16.42,Male,55-59,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,9.52,Male,65-69,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,54.88,Male,10-14,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,50.15,Male,15-19,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,45.36,Male,20-24,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,40.92,Male,25-29,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,20.27,Male,50-54,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,36.72,Male,30-34,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,24.21,Male,45-49,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,0.29,Male,90+,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,63.4,Female,0,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,12.78,Male,60-64,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,0.74,Male,85-89,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,1.8,Male,80-84,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,3.84,Male,75-79,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,0.59,Female,90+,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,63.64,Male,1-4,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,64.49,Male,0,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,59.75,Male,5-9,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,32.75,Male,35-39,All,All,East Renfrewshire
S12000011,2015-2017,95% Lower Confidence Limit,Years,28.29,Male,40-44,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,2.11,Female,90+,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,68.48,Male,0,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,63.73,Male,5-9,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,67.63,Male,1-4,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,13.14,Female,65-69,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,7.1,Female,75-79,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,4.63,Female,80-84,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,2.95,Female,85-89,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,58.95,Female,10-14,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,54.47,Female,15-19,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,9.79,Female,70-74,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,20.43,Female,55-59,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,28.44,Female,45-49,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,24.37,Female,50-54,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,16.88,Female,60-64,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,45.6,Female,25-29,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,63.38,Female,5-9,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,36.88,Female,35-39,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,66.85,Female,1-4,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,49.97,Female,20-24,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,41.12,Female,30-34,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,32.62,Female,40-44,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,2.61,Male,90+,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,67.67,Female,0,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,19.5,Male,55-59,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,15.79,Male,60-64,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,3.13,Male,85-89,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,4.78,Male,80-84,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,6.81,Male,75-79,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,12.44,Male,65-69,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,9.34,Male,70-74,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,36.16,Male,35-39,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,40.32,Male,30-34,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,31.62,Male,40-44,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,44.7,Male,25-29,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,58.84,Male,10-14,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,49.25,Male,20-24,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,27.45,Male,45-49,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,23.43,Male,50-54,All,All,East Renfrewshire
S12000011,2015-2017,95% Upper Confidence Limit,Years,54.06,Male,15-19,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,38.52,Male,30-34,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,29.96,Male,40-44,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,25.83,Male,45-49,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,21.85,Male,50-54,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,34.46,Male,35-39,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,3.29,Male,80-84,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,47.3,Male,20-24,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,1.94,Male,85-89,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,56.86,Male,10-14,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,52.1,Male,15-19,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,42.81,Male,25-29,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,66.48,Male,0,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,61.74,Male,5-9,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,65.63,Male,1-4,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,17.96,Male,55-59,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,14.29,Male,60-64,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,7.88,Male,70-74,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,65.53,Female,0,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,5.33,Male,75-79,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,1.45,Male,90+,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,10.98,Male,65-69,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,31.03,Female,40-44,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,48.07,Female,20-24,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,35.23,Female,35-39,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,43.78,Female,25-29,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,39.4,Female,30-34,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,1.35,Female,90+,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,19.0,Female,55-59,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,8.49,Female,70-74,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,56.92,Female,10-14,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,5.81,Female,75-79,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,64.71,Female,1-4,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,61.29,Female,5-9,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,52.51,Female,15-19,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,26.91,Female,45-49,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,22.88,Female,50-54,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,15.48,Female,60-64,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,2.12,Female,85-89,All,All,East Renfrewshire
S12000011,2015-2017,Count,Years,11.8,Female,65-69,All,All,East Renfrewshire
